x,y,val
149,87,512
206,182,7913
158,156,2326
195,134,592
62,85,869
253,184,272
54,37,10715
175,83,1099
205,176,642
199,193,1484
240,145,3218
173,41,14
112,124,3023
231,166,8669
81,22,5109
48,89,400
168,36,486
110,217,2
254,187,333
10,52,696
205,81,1126
164,63,3283
95,149,267
115,20,513
229,0,349
193,115,78017
91,172,957
213,16,664
82,157,2938
32,73,640
90,133,237
81,225,2409
219,37,1853
155,136,399
237,110,854
78,83,441
119,4,9
231,36,29061
255,91,3387
235,50,1144
233,185,364
173,120,69
182,2,1398
165,78,438
195,100,8689
42,79,4802
53,131,1623
181,179,55
80,117,3050
189,70,1417
32,140,20654
228,54,625
186,70,851
45,2,766
87,133,2936
29,45,343
48,119,22734
71,59,16759
42,15,381
235,101,1970
147,177,4647
112,190,117
172,249,52
216,39,580
201,125,1338
178,74,3029
1,38,962
97,0,3916
117,78,769
91,133,3744
228,181,1130
121,144,5235
243,84,2229
27,4,1622
33,72,793
87,124,10177
239,63,234
40,47,2050
68,164,10261
123,11,20
129,65,2940
74,149,1353
197,5,149
145,234,221
163,98,427
235,88,7919
217,61,3876
135,17,459
139,92,505
84,121,2529
181,122,511
243,134,3325
165,3,2120
101,132,7207
52,51,999
176,11,430
140,23,55
145,40,1435
211,0,705
37,107,6374
174,125,1389
33,19,2659
228,119,1706
203,109,448
223,159,711
34,118,22642
93,38,1810
104,13,904
75,54,6118
131,82,423
159,225,343
151,156,917
222,65,49662
70,148,6036
11,11,555
129,166,195
229,145,780
34,106,12436
133,78,694
210,70,4289
253,232,86
189,62,1309
8,11,333
176,107,12547
247,13,477
222,138,2037
104,191,534
38,33,8958
228,103,3318
182,99,8043
9,62,305
250,135,1184
79,168,671
139,178,897
162,113,802
164,90,2192
175,30,11706
48,149,462
20,94,1565
4,87,6271
129,233,11
99,1,1865
134,214,5692
239,78,15
243,42,1232
154,78,2129
214,24,493
169,86,771
8,14,3496
143,250,84
13,121,5059
158,139,42307
229,185,1182
37,13,1136
31,56,51
79,118,1250
161,29,2
42,129,18318
43,78,1761
99,114,516
181,164,415
60,22,2617
227,137,929
147,168,2574
212,33,1174
75,18,2665
92,151,397
13,34,549
140,129,674
179,27,1042
166,225,2493
141,55,3103
222,4,7031
192,117,2468
87,122,8915
24,98,3724
247,183,277
138,89,290
248,62,1057
237,148,761
170,171,205
169,0,1861
187,165,281
135,229,247
39,3,4714
202,125,1960
77,127,10055
246,58,554
149,52,1377
105,122,1073
124,69,2218
113,65,1398
198,105,1215
122,116,5122
19,50,165
69,74,5104
53,25,906
178,171,390
96,35,972
185,121,984
172,175,28
200,152,2448
89,28,7656
240,64,925
155,93,1199
86,165,3383
149,70,503
134,179,525
138,225,317
248,229,252
114,88,6291
97,131,581
208,103,2904
237,11,9
208,89,2718
121,205,1444
54,27,4225
112,112,1198
36,121,13339
51,32,1392
131,107,2515
74,135,3835
64,75,813
153,248,83
130,114,12780
106,173,1746
36,131,45205
45,162,254
228,83,256
73,155,1975
159,68,1127
27,22,19759
73,85,55561
152,173,532
21,118,6204
177,236,452
29,96,1360
189,2,2254
140,14,816
147,255,95
118,9,573
133,30,920
188,143,15428
88,186,3424
254,214,398
128,92,4102
107,95,526
206,45,998
87,1,2906
95,144,7218
225,146,645
46,145,1359
93,35,1308
78,11,404
147,106,6581
174,23,4130
202,117,1282
242,144,5193
64,50,2934
249,192,543
214,65,315
249,3,720
82,207,1799
246,23,173
90,78,2192
13,19,869
195,178,213
165,242,11
214,75,161
202,4,3700
235,127,1348
206,112,1224
200,159,3266
2,20,856
240,42,4523
191,19,646
205,165,2776
239,172,288
192,174,423
165,70,557
59,44,836
68,44,154
27,67,354
64,163,495
51,11,19513
240,91,2421
244,189,588
9,24,114
132,50,1448
225,171,1166
192,15,1249
54,122,5061
98,198,502
171,170,424
239,46,434
36,115,32833
230,111,1422
128,246,264
211,119,1597
251,127,10574
164,122,480
81,58,31715
104,51,1784
142,221,1601
194,126,1631
110,128,4196
50,78,1964
240,36,723
58,29,3745
233,158,1081
153,6,101
