x,y,val
255,206,9
123,32,18
115,20,119
197,193,244
92,123,113
88,46,14
170,12,88
176,156,9
101,124,335
116,69,23
158,22,224
140,229,135
218,222,16
77,37,27
255,156,6
132,74,265
238,83,458
199,148,29
126,202,14
161,70,97
233,231,3
237,26,20
238,224,35
158,74,38
140,59,5
221,109,204
109,160,75
106,142,6
43,36,70
245,127,43
130,59,48
241,190,15
108,113,47
238,80,139
107,51,25281
134,144,18
73,51,2
148,70,6
165,45,230
83,39,326
44,23,195
74,12,365
188,165,17
51,54,27
246,182,1
189,157,31
253,160,36
240,10,5
150,31,53
132,36,9
213,239,129
60,49,357
250,89,329
250,125,50
159,58,3
208,205,7
75,104,25
249,68,151
95,137,113
148,1,134
225,227,2
133,132,10
203,10,53
76,31,11
75,39,201
149,70,728
61,103,376
69,102,64
132,78,1
223,73,126
61,20,16
131,69,2
192,185,34
147,44,14
221,145,6244
250,140,47
244,157,7
162,169,22
98,143,48
83,26,52
214,226,501
187,128,23
132,21,427
53,66,2
132,208,6
230,191,174
219,99,423
129,66,292
56,100,156
253,108,38
179,179,33
56,104,124
237,131,54
65,61,5
161,92,1543
114,152,163
67,80,3
127,89,1
113,140,4
250,143,44
101,119,1
232,215,171
199,232,14
79,77,15
78,33,53
51,87,309
175,54,33
242,61,141
130,78,87
189,56,21
218,69,83
150,53,18
238,119,65
183,39,9818
235,89,43
163,202,2
218,100,117
132,73,357
77,117,384
127,32,263
176,35,685
217,105,27
180,124,534
183,147,1
242,195,2
182,178,6
165,100,5
195,188,4
157,22,3000
225,123,64
102,73,1686
233,119,46
132,17,274
255,154,20
172,66,52
118,182,29
234,86,184
239,207,4
187,171,1
238,197,58
104,54,2
176,176,32
173,109,3181
151,54,322
233,198,28
211,60,94
108,141,142
173,106,2088
151,82,2
157,159,7
238,128,276
176,152,13
240,145,7
240,238,26
157,3,20
168,191,12
164,121,149
101,35,18187
45,22,3428
98,128,334
239,28,122
131,0,330
142,134,237
145,47,14
91,53,54
225,225,19
216,70,3
96,60,21
81,121,285
115,38,187
82,32,10
58,98,98
187,52,455
214,114,2
41,59,1946
248,218,8
161,167,40
234,128,53
236,214,11
116,71,1
55,93,413
238,105,47
147,160,1
168,52,477
73,32,2
192,208,4
161,163,10
203,245,13
225,137,154
131,155,23
135,143,4
229,74,15080
151,176,6
194,194,12
214,68,69
198,179,4
254,70,706
117,169,38
187,164,1
155,251,4
51,71,67
129,217,78
56,41,609
151,169,6
99,116,103
133,245,292
188,138,3
129,127,14
150,49,27
100,138,34
191,174,3
149,64,176
163,30,183
222,196,28
245,83,201
180,48,497
67,35,83
115,2,788
226,198,169
40,90,9
121,53,66
217,217,44
157,10,10
234,114,4
171,16,48
111,141,3630
187,42,199242
48,59,220
251,100,4
234,191,129
154,61,38
145,64,74
160,33,49
141,10,100
125,89,9
235,196,31
157,87,23
138,249,47
217,218,99
145,17,239
216,126,44
112,14,285
55,102,2956
250,108,13
231,223,9
239,105,240
187,208,1
177,8,1
242,158,3
108,68,1114
150,240,21
139,84,2
147,119,446
218,93,31
164,32,105
125,11,105
87,57,28
134,239,8
139,19,727
231,71,254
216,198,27
138,39,418
207,187,1161
106,141,6
45,93,15
190,215,9
254,105,16
162,113,10
111,107,6
147,18,158
197,246,4
174,106,32
222,199,112
54,83,96
247,90,23
161,10,25
117,92,1
244,41,137
122,34,26
148,130,30
235,112,22
223,145,493
186,149,25
162,5,45
90,73,12
236,235,11
250,189,50
83,98,7
43,39,825
132,86,15
114,54,30
208,65,331
197,49,28
186,146,85
166,57,488
224,111,2
216,199,22
77,102,101
48,80,42
173,123,28
123,17,327
201,159,32
238,220,18
126,37,92
74,111,3
221,101,55
235,111,27
141,59,3
64,107,172
169,22,398
152,174,2
179,54,419
250,145,20
104,62,19
172,54,1952
102,45,931
116,144,7
240,169,45
41,62,2637
146,224,64
89,84,8
245,99,9398
98,113,1
227,95,28
228,99,138
224,87,175
86,38,1403
110,101,13
242,101,378
234,118,51
166,19,184
159,141,4
179,29,18
180,63,42
70,28,69
141,37,67
38,80,12
224,85,79
128,63,10
224,66,357
248,99,245
141,213,115
127,236,68
77,115,18
121,48,160
129,237,53
255,80,155
224,119,14
224,140,52
115,112,4
130,51,133
231,135,21
153,109,172
227,139,19
127,45,208
119,21,175
237,246,12
118,18,121
141,157,7
150,74,1491
178,134,6
98,122,25
89,48,128
146,159,2
239,226,2
212,223,707
229,87,838
170,38,118
252,98,710
218,91,1
129,44,58
115,37,57
248,203,4
130,163,24
137,51,96
54,101,635
240,98,3670
238,174,2
226,65,34
239,82,124
99,75,3
171,103,63
97,89,7
163,10,172
151,81,4
177,58,34
183,47,266
223,107,85
232,150,63
152,45,155
176,15,400
138,132,109
243,193,25
156,1,340
189,169,62
228,219,36
110,36,881
80,110,2
252,39,28
189,41,10646
140,130,1
102,124,57
176,5,47
184,145,6
57,72,2
155,39,4422
194,4,1816
190,202,1
178,63,353
201,169,19
193,56,132
120,35,30
135,242,37
140,21,262
109,42,9592
232,131,80
249,132,44
145,43,6
109,146,35
243,6,27
50,62,21
55,108,2195
218,119,9
68,116,21
251,163,1
139,122,72
243,71,131
236,58,1
255,219,3
140,109,3
85,45,423
68,47,9
114,161,53
247,1,1862
123,66,12
111,120,52
114,107,18
94,126,34
147,32,16
48,72,127
128,49,2
137,101,6
170,36,1657
243,29,154
149,148,16
86,70,19
224,223,1
219,112,8
157,9,27
173,164,29
244,42,77
136,243,3601
242,228,73
160,145,25
169,27,15
187,232,40
147,178,9
208,67,44
118,34,12
197,143,2657
122,45,143
188,159,1
247,165,3
47,90,42
72,44,7
52,38,178
172,108,10028
165,57,3264
243,173,164
137,45,58
148,250,211
134,130,32
246,30,87
133,175,47
176,41,5026
163,180,2
247,178,6
209,65,78
224,63,1
93,118,619
83,43,89
105,150,35
239,97,1620
221,211,3
45,46,255
181,186,2
248,1,788
86,36,899
169,94,655
44,46,177
162,129,28
131,86,2
75,23,6
157,19,385
107,53,4083
51,41,60
165,47,127
137,122,2
138,136,54
144,136,90
81,92,208
216,128,305
197,5,236
95,112,51
99,121,959
119,48,4
239,248,10
177,142,17
194,51,280
233,157,143
54,84,123
236,166,15
232,107,116
187,141,29
181,53,77951
152,57,464
145,36,24
150,236,3
148,67,3
39,72,32
64,98,71
131,45,232
211,196,46
175,60,1385
88,25,152
219,251,1
138,114,8
247,76,104
127,186,41
112,152,4
147,145,7
230,121,1509
102,149,8
107,142,122
107,128,522
157,98,11
135,21,207
101,66,269
192,197,2
76,124,1
229,103,42
122,156,25
184,59,97
224,130,42
171,48,504
126,190,95
181,137,6
103,74,201
242,173,63
119,152,120
157,8,167
230,119,167
183,234,286
196,142,478
124,19,323
153,22,155
223,242,11
70,78,82
113,15,735
187,147,55
185,204,130
232,125,12
178,178,1
132,56,2
168,72,11
114,168,2
132,89,1
137,171,3
148,142,29
184,139,185
183,175,9
61,88,37
102,59,1554
133,193,11907
135,38,4112
235,26,3
127,71,1
157,38,252
125,36,40
