x,y,val
173,241,1749
230,211,61215
124,185,337
224,220,2072
182,134,2006
49,255,506
145,255,19814
206,95,2768
172,218,31
165,143,28043
24,217,38
118,227,1334
209,115,1548
180,231,39
210,133,10560
82,106,1692
229,192,35
128,198,208
112,208,7
210,148,31350
165,233,4
159,178,1695
215,114,793
31,239,1328
107,186,319
94,214,261
18,223,713
14,225,760
247,245,5422
96,238,5022
228,203,31
27,215,206
202,242,326
113,243,1316
111,249,11846
189,212,80
194,246,767
65,210,978
196,251,3174
23,236,1874
79,241,33163
36,208,17
6,209,4139
74,135,50
238,213,124
190,250,28214
31,242,489
6,203,97
227,204,346
194,252,3110
225,197,318
29,233,5013
147,250,2407
238,251,332
108,224,9555
5,203,26
2,201,26
124,230,2997
254,159,26070
97,216,98
179,147,3409
164,254,5761
95,210,20479
112,180,993
18,232,2286
209,97,2327
208,253,20
156,243,1548
180,71,1
147,190,272
76,130,25
161,62,19171
120,181,725
95,234,2969
168,67,383
80,247,28169
1,211,2316
202,205,500
232,190,34
38,216,133
240,126,277
74,109,41
220,139,707
239,233,1364
149,150,1679
116,179,94
106,251,2179
223,219,15842
112,234,6446
127,186,1323
209,241,3202
247,203,19275
175,249,1350
209,112,3
153,154,3610
82,115,21
70,247,1193
82,135,4
183,131,2251
163,171,3991
242,220,560
180,147,758
157,173,447
35,199,1340
236,127,9797
92,212,2096
209,96,3701
222,217,6979
62,217,2175
129,188,2305
89,242,21257
209,219,6000
216,210,2040
204,240,927
126,228,1386
156,78,28663
142,253,3459
218,254,242
24,235,124
232,237,1826
147,192,4417
184,246,4
226,197,24
153,187,1653
131,214,3023
178,147,2554
150,78,1021
131,162,1341
221,234,1324
9,221,201
170,153,32
78,253,1721
17,205,896
201,124,1251
200,150,10
128,245,6438
239,190,25
250,184,433
16,202,22335
74,165,2
162,145,1464
100,213,397
95,238,6554
247,253,78
196,215,86
83,221,35
73,118,4756
101,218,1049
174,64,17589
69,98,70
220,203,236
211,231,793
245,213,800
10,205,3293
9,251,1436
90,221,112
207,119,1239
110,193,125
214,145,12435
48,219,121
10,207,6192
78,233,1674
103,207,1437
166,65,558
189,248,1068
55,225,698
179,80,6540
124,218,1621
62,232,3552
177,234,219
189,230,16630
253,201,1855
91,211,802
134,161,195
109,208,1706
154,156,7028
101,208,827
217,192,8
148,162,1350
32,190,23515
248,171,1124
137,158,2723
15,217,2838
37,215,57
249,207,210
87,251,4370
82,117,886
179,52,208
240,221,394
253,247,2
162,60,36
168,72,1883
223,185,45
24,201,10
16,211,13387
238,130,14289
182,238,63
181,140,249
160,180,4522
142,201,1055
181,216,598
85,141,66
22,197,8099
211,236,2274
4,243,1087
204,201,771
17,254,830
242,250,4
181,211,590
65,226,3992
188,146,143
163,147,4452
214,228,12
87,253,2289
175,235,4
72,98,1619
157,247,771
136,181,3017
172,78,236
198,115,47
249,171,10780
69,246,13766
214,100,1151
37,201,118
130,221,1
209,88,1854
146,250,3341
139,70,271
196,229,8
214,253,712
125,215,4096
90,114,104
82,175,52
200,234,662
168,63,26
118,240,6038
185,238,175
140,203,602
87,244,31841
94,222,229
133,181,39
150,171,2084
172,59,2
237,201,3
247,205,81
231,233,2631
155,239,545
130,193,198
153,199,8981
215,113,7
2,228,281
70,103,98
69,252,948
171,248,267
58,209,19
