x,y,elevation
0,0,411
0,1,421
0,2,433
0,3,448
0,4,447
0,5,450
0,6,458
0,7,465
0,8,470
0,9,456
0,10,451
0,11,458
0,12,468
0,13,477
0,14,486
0,15,507
0,16,535
0,17,515
0,18,520
0,19,535
0,20,523
0,21,510
0,22,510
0,23,502
0,24,497
0,25,491
0,26,486
0,27,480
0,28,476
0,29,476
0,30,471
0,31,466
0,32,457
0,33,453
0,34,456
0,35,452
0,36,446
0,37,440
0,38,434
0,39,437
0,40,436
0,41,425
0,42,412
0,43,389
0,44,378
0,45,404
0,46,417
0,47,430
0,48,426
0,49,422
0,50,416
0,51,416
0,52,427
0,53,394
0,54,358
0,55,331
0,56,326
0,57,326
0,58,326
0,59,326
0,60,330
0,61,343
0,62,358
0,63,370
0,64,383
0,65,392
0,66,399
0,67,401
0,68,410
0,69,409
0,70,412
0,71,426
0,72,452
0,73,456
0,74,455
0,75,470
0,76,468
0,77,479
0,78,500
0,79,532
0,80,520
0,81,517
0,82,537
0,83,575
0,84,614
0,85,641
0,86,638
0,87,603
0,88,588
0,89,620
0,90,665
0,91,690
0,92,752
0,93,753
0,94,740
0,95,750
0,96,740
0,97,732
0,98,739
0,99,751
0,100,756
0,101,714
0,102,673
0,103,679
0,104,705
0,105,706
0,106,699
0,107,680
0,108,664
0,109,655
0,110,649
0,111,650
0,112,655
0,113,647
0,114,641
0,115,641
0,116,628
0,117,615
0,118,607
0,119,588
0,120,592
0,121,603
0,122,600
0,123,571
0,124,558
0,125,555
0,126,544
0,127,536
1,0,417
1,1,420
1,2,429
1,3,437
1,4,440
1,5,450
1,6,458
1,7,468
1,8,469
1,9,457
1,10,448
1,11,453
1,12,463
1,13,473
1,14,485
1,15,513
1,16,545
1,17,523
1,18,524
1,19,536
1,20,537
1,21,518
1,22,512
1,23,505
1,24,497
1,25,492
1,26,486
1,27,483
1,28,481
1,29,475
1,30,469
1,31,467
1,32,458
1,33,449
1,34,445
1,35,445
1,36,436
1,37,430
1,38,424
1,39,429
1,40,433
1,41,432
1,42,421
1,43,401
1,44,369
1,45,393
1,46,408
1,47,415
1,48,416
1,49,410
1,50,400
1,51,396
1,52,402
1,53,382
1,54,338
1,55,326
1,56,326
1,57,326
1,58,326
1,59,327
1,60,333
1,61,342
1,62,352
1,63,365
1,64,381
1,65,393
1,66,405
1,67,409
1,68,425
1,69,421
1,70,419
1,71,431
1,72,450
1,73,472
1,74,477
1,75,477
1,76,476
1,77,487
1,78,503
1,79,534
1,80,540
1,81,538
1,82,558
1,83,618
1,84,643
1,85,646
1,86,668
1,87,647
1,88,605
1,89,633
1,90,700
1,91,740
1,92,751
1,93,739
1,94,730
1,95,737
1,96,728
1,97,715
1,98,722
1,99,742
1,100,730
1,101,711
1,102,671
1,103,663
1,104,671
1,105,674
1,106,672
1,107,664
1,108,649
1,109,644
1,110,644
1,111,650
1,112,658
1,113,660
1,114,658
1,115,647
1,116,634
1,117,624
1,118,608
1,119,597
1,120,611
1,121,615
1,122,598
1,123,574
1,124,569
1,125,558
1,126,545
1,127,537
2,0,433
2,1,425
2,2,426
2,3,432
2,4,441
2,5,451
2,6,460
2,7,469
2,8,463
2,9,450
2,10,445
2,11,454
2,12,465
2,13,473
2,14,487
2,15,513
2,16,537
2,17,523
2,18,520
2,19,532
2,20,546
2,21,521
2,22,513
2,23,505
2,24,499
2,25,495
2,26,491
2,27,488
2,28,482
2,29,477
2,30,475
2,31,471
2,32,462
2,33,451
2,34,443
2,35,438
2,36,432
2,37,425
2,38,418
2,39,416
2,40,417
2,41,419
2,42,412
2,43,401
2,44,376
2,45,374
2,46,389
2,47,404
2,48,398
2,49,400
2,50,391
2,51,376
2,52,370
2,53,353
2,54,329
2,55,326
2,56,326
2,57,326
2,58,328
2,59,331
2,60,336
2,61,342
2,62,350
2,63,364
2,64,374
2,65,384
2,66,396
2,67,404
2,68,418
2,69,422
2,70,430
2,71,452
2,72,477
2,73,500
2,74,507
2,75,503
2,76,489
2,77,493
2,78,507
2,79,522
2,80,540
2,81,556
2,82,574
2,83,608
2,84,644
2,85,658
2,86,676
2,87,670
2,88,623
2,89,640
2,90,701
2,91,743
2,92,756
2,93,741
2,94,734
2,95,730
2,96,713
2,97,704
2,98,712
2,99,724
2,100,700
2,101,680
2,102,658
2,103,649
2,104,654
2,105,653
2,106,649
2,107,641
2,108,635
2,109,637
2,110,643
2,111,653
2,112,660
2,113,658
2,114,659
2,115,651
2,116,641
2,117,631
2,118,617
2,119,613
2,120,626
2,121,608
2,122,585
2,123,574
2,124,567
2,125,556
2,126,546
2,127,538
3,0,444
3,1,436
3,2,431
3,3,439
3,4,447
3,5,453
3,6,462
3,7,465
3,8,454
3,9,443
3,10,441
3,11,454
3,12,461
3,13,471
3,14,493
3,15,518
3,16,529
3,17,513
3,18,513
3,19,528
3,20,548
3,21,518
3,22,515
3,23,510
3,24,505
3,25,501
3,26,499
3,27,495
3,28,487
3,29,483
3,30,480
3,31,473
3,32,464
3,33,456
3,34,451
3,35,447
3,36,439
3,37,428
3,38,425
3,39,418
3,40,405
3,41,399
3,42,392
3,43,384
3,44,374
3,45,361
3,46,365
3,47,380
3,48,383
3,49,384
3,50,380
3,51,352
3,52,336
3,53,329
3,54,326
3,55,326
3,56,326
3,57,327
3,58,331
3,59,336
3,60,341
3,61,345
3,62,352
3,63,365
3,64,375
3,65,383
3,66,395
3,67,404
3,68,419
3,69,428
3,70,451
3,71,467
3,72,507
3,73,535
3,74,542
3,75,529
3,76,514
3,77,504
3,78,515
3,79,542
3,80,560
3,81,589
3,82,619
3,83,626
3,84,641
3,85,657
3,86,671
3,87,677
3,88,647
3,89,649
3,90,684
3,91,715
3,92,731
3,93,730
3,94,740
3,95,742
3,96,722
3,97,699
3,98,699
3,99,711
3,100,677
3,101,661
3,102,644
3,103,642
3,104,641
3,105,640
3,106,631
3,107,625
3,108,628
3,109,637
3,110,649
3,111,656
3,112,656
3,113,652
3,114,652
3,115,653
3,116,646
3,117,637
3,118,626
3,119,636
3,120,628
3,121,604
3,122,584
3,123,582
3,124,580
3,125,576
3,126,558
3,127,547
4,0,454
4,1,452
4,2,441
4,3,440
4,4,453
4,5,463
4,6,467
4,7,460
4,8,446
4,9,436
4,10,439
4,11,448
4,12,458
4,13,470
4,14,489
4,15,519
4,16,514
4,17,505
4,18,506
4,19,519
4,20,523
4,21,511
4,22,511
4,23,512
4,24,511
4,25,503
4,26,496
4,27,495
4,28,492
4,29,491
4,30,485
4,31,482
4,32,471
4,33,466
4,34,466
4,35,458
4,36,445
4,37,436
4,38,435
4,39,428
4,40,416
4,41,409
4,42,402
4,43,397
4,44,385
4,45,382
4,46,366
4,47,352
4,48,355
4,49,363
4,50,348
4,51,328
4,52,326
4,53,326
4,54,326
4,55,326
4,56,327
4,57,331
4,58,336
4,59,341
4,60,347
4,61,351
4,62,359
4,63,374
4,64,385
4,65,390
4,66,398
4,67,409
4,68,422
4,69,435
4,70,469
4,71,495
4,72,538
4,73,551
4,74,557
4,75,549
4,76,553
4,77,539
4,78,540
4,79,564
4,80,594
4,81,597
4,82,619
4,83,643
4,84,648
4,85,657
4,86,680
4,87,691
4,88,693
4,89,684
4,90,681
4,91,685
4,92,690
4,93,694
4,94,718
4,95,713
4,96,699
4,97,687
4,98,698
4,99,716
4,100,663
4,101,644
4,102,632
4,103,630
4,104,626
4,105,624
4,106,620
4,107,628
4,108,637
4,109,644
4,110,655
4,111,659
4,112,654
4,113,650
4,114,647
4,115,645
4,116,648
4,117,642
4,118,638
4,119,647
4,120,628
4,121,610
4,122,593
4,123,592
4,124,598
4,125,602
4,126,588
4,127,575
5,0,453
5,1,460
5,2,452
5,3,446
5,4,454
5,5,465
5,6,464
5,7,456
5,8,440
5,9,430
5,10,434
5,11,442
5,12,454
5,13,466
5,14,479
5,15,502
5,16,508
5,17,499
5,18,499
5,19,508
5,20,512
5,21,522
5,22,512
5,23,504
5,24,507
5,25,502
5,26,499
5,27,493
5,28,489
5,29,492
5,30,490
5,31,481
5,32,476
5,33,473
5,34,466
5,35,455
5,36,448
5,37,446
5,38,447
5,39,438
5,40,425
5,41,415
5,42,415
5,43,408
5,44,400
5,45,397
5,46,390
5,47,366
5,48,344
5,49,341
5,50,332
5,51,326
5,52,327
5,53,327
5,54,327
5,55,326
5,56,328
5,57,330
5,58,334
5,59,340
5,60,350
5,61,362
5,62,372
5,63,387
5,64,391
5,65,395
5,66,406
5,67,415
5,68,423
5,69,436
5,70,468
5,71,506
5,72,526
5,73,535
5,74,555
5,75,550
5,76,557
5,77,567
5,78,572
5,79,569
5,80,593
5,81,610
5,82,621
5,83,638
5,84,637
5,85,651
5,86,673
5,87,675
5,88,684
5,89,684
5,90,680
5,91,670
5,92,669
5,93,675
5,94,698
5,95,689
5,96,673
5,97,680
5,98,700
5,99,712
5,100,678
5,101,662
5,102,635
5,103,617
5,104,614
5,105,613
5,106,620
5,107,637
5,108,655
5,109,667
5,110,677
5,111,675
5,112,662
5,113,657
5,114,652
5,115,644
5,116,642
5,117,642
5,118,647
5,119,654
5,120,634
5,121,616
5,122,611
5,123,611
5,124,597
5,125,584
5,126,574
5,127,567
6,0,452
6,1,463
6,2,460
6,3,458
6,4,458
6,5,465
6,6,457
6,7,445
6,8,440
6,9,426
6,10,430
6,11,442
6,12,453
6,13,462
6,14,475
6,15,504
6,16,518
6,17,495
6,18,492
6,19,497
6,20,505
6,21,529
6,22,518
6,23,496
6,24,499
6,25,495
6,26,494
6,27,494
6,28,488
6,29,486
6,30,489
6,31,484
6,32,479
6,33,473
6,34,467
6,35,461
6,36,459
6,37,456
6,38,456
6,39,448
6,40,433
6,41,423
6,42,427
6,43,423
6,44,414
6,45,403
6,46,391
6,47,375
6,48,366
6,49,361
6,50,334
6,51,326
6,52,329
6,53,330
6,54,329
6,55,329
6,56,330
6,57,331
6,58,335
6,59,340
6,60,359
6,61,371
6,62,380
6,63,386
6,64,391
6,65,396
6,66,408
6,67,420
6,68,431
6,69,442
6,70,463
6,71,480
6,72,498
6,73,520
6,74,538
6,75,537
6,76,558
6,77,579
6,78,576
6,79,568
6,80,590
6,81,604
6,82,614
6,83,627
6,84,629
6,85,643
6,86,652
6,87,658
6,88,665
6,89,661
6,90,663
6,91,659
6,92,651
6,93,659
6,94,679
6,95,665
6,96,665
6,97,692
6,98,720
6,99,725
6,100,715
6,101,699
6,102,651
6,103,611
6,104,605
6,105,609
6,106,621
6,107,638
6,108,660
6,109,671
6,110,676
6,111,678
6,112,667
6,113,660
6,114,651
6,115,642
6,116,637
6,117,640
6,118,648
6,119,657
6,120,640
6,121,629
6,122,633
6,123,622
6,124,593
6,125,579
6,126,569
6,127,563
7,0,452
7,1,464
7,2,468
7,3,468
7,4,452
7,5,446
7,6,449
7,7,437
7,8,431
7,9,423
7,10,426
7,11,437
7,12,445
7,13,457
7,14,475
7,15,519
7,16,534
7,17,495
7,18,484
7,19,485
7,20,495
7,21,505
7,22,500
7,23,485
7,24,492
7,25,489
7,26,484
7,27,486
7,28,482
7,29,482
7,30,488
7,31,487
7,32,482
7,33,479
7,34,474
7,35,467
7,36,465
7,37,464
7,38,458
7,39,447
7,40,435
7,41,434
7,42,437
7,43,429
7,44,419
7,45,408
7,46,394
7,47,381
7,48,378
7,49,365
7,50,337
7,51,326
7,52,329
7,53,333
7,54,331
7,55,331
7,56,335
7,57,336
7,58,340
7,59,350
7,60,367
7,61,376
7,62,382
7,63,390
7,64,398
7,65,404
7,66,416
7,67,423
7,68,432
7,69,444
7,70,457
7,71,477
7,72,497
7,73,507
7,74,518
7,75,530
7,76,555
7,77,563
7,78,554
7,79,563
7,80,599
7,81,622
7,82,623
7,83,613
7,84,617
7,85,636
7,86,653
7,87,656
7,88,649
7,89,644
7,90,644
7,91,646
7,92,638
7,93,649
7,94,660
7,95,650
7,96,670
7,97,702
7,98,713
7,99,730
7,100,732
7,101,701
7,102,650
7,103,610
7,104,599
7,105,614
7,106,626
7,107,641
7,108,660
7,109,659
7,110,656
7,111,668
7,112,669
7,113,657
7,114,648
