x,y,elevation
0,0,156
0,1,157
0,2,166
0,3,181
0,4,180
0,5,148
0,6,128
0,7,109
0,8,103
0,9,145
0,10,183
0,11,197
0,12,187
0,13,195
0,14,193
0,15,186
0,16,178
0,17,162
0,18,165
0,19,168
0,20,188
0,21,150
0,22,128
0,23,148
0,24,165
0,25,172
0,26,176
0,27,190
0,28,225
0,29,272
0,30,312
0,31,293
0,32,234
0,33,215
0,34,242
0,35,233
0,36,164
0,37,180
0,38,203
0,39,215
0,40,223
0,41,235
0,42,238
0,43,213
0,44,150
0,45,142
0,46,143
0,47,163
0,48,165
0,49,127
0,50,120
0,51,146
0,52,167
0,53,184
0,54,186
0,55,195
0,56,189
0,57,194
0,58,226
0,59,237
0,60,245
0,61,248
0,62,241
0,63,243
0,64,240
0,65,213
0,66,181
0,67,168
0,68,168
0,69,165
0,70,150
0,71,150
0,72,140
0,73,133
0,74,135
0,75,138
0,76,155
0,77,150
0,78,128
0,79,118
0,80,114
0,81,101
0,82,86
0,83,92
0,84,111
0,85,138
0,86,152
0,87,152
0,88,159
0,89,160
0,90,159
0,91,161
0,92,157
0,93,155
0,94,154
0,95,148
0,96,149
0,97,146
0,98,149
0,99,154
0,100,163
0,101,145
0,102,149
0,103,156
0,104,147
0,105,141
0,106,132
0,107,103
0,108,93
0,109,85
0,110,77
0,111,91
0,112,92
0,113,75
0,114,70
0,115,58
0,116,44
0,117,79
0,118,108
0,119,91
0,120,82
0,121,87
0,122,87
0,123,67
0,124,46
0,125,44
0,126,47
0,127,61
1,0,151
1,1,150
1,2,147
1,3,173
1,4,183
1,5,152
1,6,145
1,7,127
1,8,114
1,9,147
1,10,178
1,11,197
1,12,200
1,13,204
1,14,202
1,15,188
1,16,169
1,17,170
1,18,177
1,19,191
1,20,201
1,21,174
1,22,143
1,23,144
1,24,161
1,25,176
1,26,186
1,27,200
1,28,224
1,29,269
1,30,315
1,31,316
1,32,268
1,33,226
1,34,221
1,35,212
1,36,172
1,37,200
1,38,221
1,39,223
1,40,211
1,41,202
1,42,230
1,43,222
1,44,159
1,45,159
1,46,148
1,47,158
1,48,161
1,49,139
1,50,127
1,51,135
1,52,158
1,53,178
1,54,190
1,55,211
1,56,205
1,57,209
1,58,236
1,59,254
1,60,261
1,61,257
1,62,242
1,63,227
1,64,220
1,65,202
1,66,176
1,67,155
1,68,161
1,69,158
1,70,149
1,71,145
1,72,134
1,73,126
1,74,128
1,75,135
1,76,149
1,77,153
1,78,130
1,79,110
1,80,114
1,81,97
1,82,84
1,83,98
1,84,118
1,85,137
1,86,148
1,87,148
1,88,155
1,89,164
1,90,159
1,91,159
1,92,159
1,93,158
1,94,161
1,95,158
1,96,155
1,97,150
1,98,145
1,99,146
1,100,158
1,101,146
1,102,131
1,103,144
1,104,162
1,105,153
1,106,145
1,107,117
1,108,111
1,109,87
1,110,74
1,111,77
1,112,55
1,113,43
1,114,45
1,115,44
1,116,64
1,117,102
1,118,101
1,119,73
1,120,73
1,121,87
1,122,71
1,123,51
1,124,35
1,125,36
1,126,48
1,127,73
2,0,189
2,1,165
2,2,143
2,3,160
2,4,181
2,5,179
2,6,169
2,7,147
2,8,120
2,9,147
2,10,162
2,11,179
2,12,195
2,13,206
2,14,202
2,15,183
2,16,177
2,17,187
2,18,204
2,19,219
2,20,219
2,21,201
2,22,180
2,23,168
2,24,180
2,25,182
2,26,196
2,27,217
2,28,219
2,29,245
2,30,283
2,31,310
2,32,293
2,33,250
2,34,219
2,35,208
2,36,195
2,37,212
2,38,233
2,39,229
2,40,208
2,41,186
2,42,193
2,43,198
2,44,164
2,45,172
2,46,155
2,47,151
2,48,166
2,49,148
2,50,129
2,51,140
2,52,160
2,53,167
2,54,177
2,55,195
2,56,215
2,57,222
2,58,247
2,59,268
2,60,271
2,61,255
2,62,237
2,63,217
2,64,197
2,65,185
2,66,175
2,67,159
2,68,146
2,69,149
2,70,144
2,71,139
2,72,126
2,73,124
2,74,132
2,75,140
2,76,146
2,77,150
2,78,130
2,79,109
2,80,104
2,81,90
2,82,86
2,83,101
2,84,115
2,85,131
2,86,147
2,87,148
2,88,152
2,89,163
2,90,153
2,91,153
2,92,151
2,93,151
2,94,157
2,95,161
2,96,160
2,97,159
2,98,155
2,99,142
2,100,153
2,101,153
2,102,123
2,103,138
2,104,157
2,105,151
2,106,144
2,107,117
2,108,115
2,109,104
2,110,93
2,111,88
2,112,62
2,113,44
2,114,35
2,115,57
2,116,86
2,117,108
2,118,83
2,119,64
2,120,71
2,121,82
2,122,68
2,123,49
2,124,29
2,125,31
2,126,53
2,127,72
3,0,207
3,1,164
3,2,142
3,3,164
3,4,186
3,5,196
3,6,183
3,7,158
3,8,136
3,9,152
3,10,180
3,11,180
3,12,194
3,13,216
3,14,225
3,15,211
3,16,217
3,17,222
3,18,239
3,19,260
3,20,262
3,21,253
3,22,244
3,23,215
3,24,236
3,25,213
3,26,206
3,27,224
3,28,230
3,29,251
3,30,276
3,31,287
3,32,305
3,33,276
3,34,239
3,35,234
3,36,213
3,37,209
3,38,225
3,39,221
3,40,198
3,41,177
3,42,165
3,43,176
3,44,166
3,45,181
3,46,161
3,47,161
3,48,186
3,49,158
3,50,130
3,51,132
3,52,161
3,53,184
3,54,185
3,55,191
3,56,218
3,57,239
3,58,257
3,59,255
3,60,252
3,61,244
3,62,240
3,63,220
3,64,200
3,65,185
3,66,170
3,67,158
3,68,138
3,69,137
3,70,135
3,71,134
3,72,120
3,73,126
3,74,137
3,75,145
3,76,134
3,77,140
3,78,129
3,79,112
3,80,97
3,81,82
3,82,88
3,83,107
3,84,123
3,85,139
3,86,145
3,87,139
3,88,144
3,89,155
3,90,147
3,91,139
3,92,138
3,93,144
3,94,149
3,95,155
3,96,157
3,97,157
3,98,161
3,99,141
3,100,146
3,101,151
3,102,127
3,103,121
3,104,134
3,105,128
3,106,129
3,107,124
3,108,117
3,109,115
3,110,112
3,111,103
3,112,78
3,113,65
3,114,47
3,115,57
3,116,78
3,117,95
3,118,63
3,119,53
3,120,71
3,121,75
3,122,59
3,123,41
3,124,27
3,125,41
3,126,55
3,127,69
4,0,186
4,1,159
4,2,161
4,3,198
4,4,219
4,5,214
4,6,193
4,7,181
4,8,190
4,9,167
4,10,190
4,11,211
4,12,215
4,13,243
4,14,271
4,15,267
4,16,269
4,17,289
4,18,299
4,19,327
4,20,346
4,21,331
4,22,307
4,23,272
4,24,303
4,25,259
4,26,224
4,27,221
4,28,254
4,29,274
4,30,300
4,31,300
4,32,317
4,33,311
4,34,276
4,35,259
4,36,231
4,37,220
4,38,227
4,39,231
4,40,205
4,41,187
4,42,171
4,43,198
4,44,194
4,45,188
4,46,166
4,47,171
4,48,206
4,49,172
4,50,137
4,51,131
4,52,147
4,53,179
4,54,203
4,55,219
4,56,237
4,57,248
4,58,245
4,59,229
4,60,221
4,61,217
4,62,221
4,63,226
4,64,198
4,65,186
4,66,168
4,67,143
4,68,129
4,69,128
4,70,133
4,71,122
4,72,116
4,73,128
4,74,125
4,75,125
4,76,121
4,77,130
4,78,115
4,79,101
4,80,86
4,81,76
4,82,84
4,83,100
4,84,117
4,85,123
4,86,123
4,87,118
4,88,120
4,89,137
4,90,133
4,91,127
4,92,133
4,93,141
4,94,153
4,95,155
4,96,148
4,97,149
4,98,163
4,99,156
4,100,134
4,101,124
4,102,116
4,103,103
4,104,98
4,105,118
4,106,127
4,107,109
4,108,88
4,109,97
4,110,119
4,111,114
4,112,93
4,113,86
4,114,61
4,115,42
4,116,70
4,117,86
4,118,69
4,119,52
4,120,83
4,121,70
4,122,53
4,123,41
4,124,31
4,125,46
4,126,58
4,127,77
5,0,201
5,1,167
5,2,180
5,3,232
5,4,259
5,5,251
5,6,229
5,7,207
5,8,226
5,9,201
5,10,174
5,11,197
5,12,235
5,13,247
5,14,279
5,15,296
5,16,298
5,17,320
5,18,334
5,19,370
5,20,405
5,21,362
5,22,308
5,23,304
5,24,321
5,25,298
5,26,267
5,27,235
5,28,263
5,29,281
5,30,304
5,31,317
5,32,336
5,33,335
5,34,311
5,35,281
5,36,243
5,37,229
5,38,236
5,39,228
5,40,206
5,41,201
5,42,187
5,43,197
5,44,212
5,45,200
5,46,177
5,47,176
5,48,210
5,49,182
5,50,146
5,51,137
5,52,146
5,53,168
5,54,192
5,55,223
5,56,245
5,57,243
5,58,220
5,59,204
5,60,191
5,61,189
5,62,202
5,63,223
5,64,203
5,65,185
5,66,164
5,67,140
5,68,121
5,69,138
5,70,135
5,71,115
5,72,111
5,73,119
5,74,112
5,75,111
5,76,118
5,77,136
5,78,121
5,79,99
5,80,79
5,81,79
5,82,87
5,83,91
5,84,100
5,85,105
5,86,114
5,87,116
5,88,121
5,89,121
5,90,122
5,91,136
5,92,141
5,93,145
5,94,154
5,95,143
5,96,136
5,97,157
5,98,172
5,99,158
5,100,141
