x,y,dlt,tcd
0,0,,26
0,1,,38
0,2,1,54
0,3,1,81
0,4,1,62
0,9,,7
0,10,1,55
0,11,1,54
0,12,1,49
0,13,1,47
0,14,,1
0,15,,13
0,16,1,61
0,17,1,89
0,18,1,90
0,19,2,91
0,20,2,88
0,21,2,65
0,22,1,48
0,23,,14
0,24,,5
0,25,1,72
0,26,,22
0,27,1,76
0,28,1,71
0,29,1,55
0,31,,5
0,32,1,76
0,33,1,83
0,34,1,67
0,35,1,54
0,36,1,85
0,37,1,80
0,38,1,45
0,41,1,81
0,42,,14
0,43,1,64
0,44,2,84
0,45,1,69
0,46,,22
0,47,,4
0,50,,7
0,57,,18
0,58,1,94
0,59,1,85
0,60,1,76
0,61,1,61
0,62,1,66
0,63,1,92
0,64,1,90
0,65,1,84
0,66,1,70
0,67,1,74
0,68,1,60
0,69,2,85
0,70,1,82
0,71,1,78
0,72,,6
0,74,,2
0,75,,5
0,76,,3
0,77,,24
0,78,,17
0,88,,8
0,99,,1
0,110,,14
0,111,1,40
0,112,,3
0,114,,2
0,115,,4
0,116,,25
0,117,1,57
0,118,1,69
0,119,1,40
0,120,,7
0,121,1,46
0,122,1,67
0,123,,29
0,127,,1
1,0,1,84
1,1,,35
1,2,,1
1,3,,17
1,4,,9
1,9,,6
1,10,1,66
1,11,1,38
1,12,1,52
1,13,1,70
1,14,1,81
1,15,1,89
1,16,1,90
1,17,1,88
1,18,1,87
1,19,1,91
1,20,2,91
1,21,2,84
1,22,1,83
1,23,1,75
1,24,1,80
1,25,1,63
1,26,1,75
1,27,1,80
1,28,2,70
1,29,2,60
1,30,2,44
1,32,1,41
1,33,1,81
1,34,1,83
1,35,1,49
1,36,1,72
1,37,1,79
1,38,1,63
1,41,1,61
1,42,1,88
1,43,1,79
1,44,1,75
1,45,1,68
1,46,1,43
1,47,,10
1,50,,3
1,58,1,83
1,59,1,81
1,60,1,77
1,61,1,75
1,62,1,74
1,63,1,75
1,64,1,75
1,65,1,76
1,66,1,57
1,67,1,50
1,68,1,79
1,69,1,88
1,70,1,71
1,71,1,43
1,72,1,57
1,73,,40
1,74,,20
1,77,,1
1,78,,25
1,83,,6
1,88,,6
1,97,,4
1,104,,5
1,107,,3
1,108,,7
1,111,,2
1,112,1,37
1,115,,14
1,116,,3
1,117,,16
1,118,1,59
1,119,1,54
1,120,,2
1,121,,2
2,0,1,51
2,1,1,78
2,2,,19
2,3,,3
2,6,,1
2,10,1,39
2,11,1,50
2,12,1,78
2,13,1,52
2,14,1,88
2,15,1,90
2,16,1,92
2,17,1,91
2,18,1,87
2,19,1,87
2,20,1,84
2,21,2,82
2,22,2,85
2,23,1,67
2,24,2,81
2,25,1,87
2,26,1,88
2,27,1,80
2,28,2,65
2,29,2,76
2,30,2,73
2,31,,6
2,32,,30
2,33,1,79
2,34,1,83
2,35,1,84
2,36,1,78
2,37,1,81
2,38,1,79
2,39,,6
2,41,1,58
2,42,2,85
2,43,2,80
2,44,2,79
2,45,1,79
2,46,2,80
2,47,1,53
2,48,,1
2,56,,12
2,57,,4
2,58,1,63
2,59,1,78
2,60,1,79
2,61,1,82
2,62,1,74
2,63,1,67
2,64,1,61
2,65,1,49
2,66,1,61
2,67,1,62
2,68,1,55
2,69,1,77
2,70,2,76
2,71,1,71
2,72,1,88
2,73,1,77
2,74,1,59
2,75,1,51
2,76,1,41
2,77,1,51
2,78,,30
2,79,,4
2,81,,11
2,82,1,70
2,83,1,87
2,84,1,62
2,85,,21
2,86,,7
2,88,,2
2,89,,1
2,97,,1
2,99,,1
2,103,,1
2,108,,8
2,115,,22
2,116,1,59
2,117,,21
2,118,,22
2,119,1,40
2,120,,28
3,0,1,45
3,1,1,38
3,2,1,54
3,3,1,36
3,4,,9
3,5,,5
3,6,,9
3,10,,1
3,11,1,32
3,12,1,46
3,13,1,53
3,14,1,88
3,15,1,88
3,16,1,89
3,17,1,89
3,18,1,88
3,19,1,89
3,20,1,85
3,21,2,84
3,22,2,86
3,23,2,85
3,24,1,71
3,25,,39
