x,y,elevation
0,0,180
0,1,161
0,2,161
0,3,181
0,4,156
0,5,142
0,6,143
0,7,141
0,8,145
0,9,150
0,10,180
0,11,251
0,12,284
0,13,294
0,14,327
0,15,333
0,16,330
0,17,328
0,18,324
0,19,320
0,20,328
0,21,330
0,22,345
0,23,357
0,24,344
0,25,330
0,26,316
0,27,317
0,28,338
0,29,354
0,30,368
0,31,392
0,32,424
0,33,455
0,34,468
0,35,473
0,36,467
0,37,466
0,38,464
0,39,461
0,40,459
0,41,473
0,42,490
0,43,492
0,44,487
0,45,485
0,46,484
0,47,480
0,48,482
0,49,494
0,50,487
0,51,473
0,52,468
0,53,467
0,54,457
0,55,446
0,56,432
0,57,407
0,58,384
0,59,372
0,60,377
0,61,392
0,62,401
0,63,417
0,64,371
0,65,299
0,66,216
0,67,153
0,68,135
0,69,152
0,70,178
0,71,207
0,72,235
0,73,267
0,74,290
0,75,309
0,76,321
0,77,309
0,78,248
0,79,111
0,80,5
0,86,13
0,87,111
0,88,324
0,89,393
0,90,427
0,91,475
0,92,488
0,93,484
0,94,481
0,95,482
0,96,458
0,97,438
0,98,418
0,99,389
0,100,381
0,101,367
0,102,391
0,103,442
0,104,438
0,105,416
0,106,402
0,107,390
0,108,381
0,109,375
0,110,356
0,111,324
0,112,292
0,113,280
0,114,273
0,115,223
0,116,122
0,117,124
0,118,188
0,119,220
0,120,233
0,121,268
0,122,287
0,123,293
0,124,263
0,125,253
0,126,288
0,127,314
1,0,175
1,1,159
1,2,173
1,3,193
1,4,154
1,5,140
1,6,139
1,7,138
1,8,142
1,9,180
1,10,249
1,11,332
1,12,343
1,13,322
1,14,339
1,15,342
1,16,334
1,17,338
1,18,336
1,19,317
1,20,321
1,21,323
1,22,334
1,23,349
1,24,346
1,25,333
1,26,317
1,27,311
1,28,324
1,29,343
1,30,359
1,31,380
1,32,407
1,33,441
1,34,467
1,35,479
1,36,474
1,37,471
1,38,468
1,39,466
1,40,469
1,41,481
1,42,496
1,43,494
1,44,486
1,45,487
1,46,484
1,47,479
1,48,478
1,49,485
1,50,479
1,51,467
1,52,461
1,53,462
1,54,460
1,55,452
1,56,435
1,57,417
1,58,407
1,59,410
1,60,412
1,61,421
1,62,429
1,63,444
1,64,433
1,65,373
1,66,284
1,67,184
1,68,131
1,69,120
1,70,142
1,71,183
1,72,212
1,73,235
1,74,259
1,75,277
1,76,303
1,77,324
1,78,307
1,79,213
1,80,54
1,81,3
1,87,30
1,88,189
1,89,296
1,90,378
1,91,430
1,92,459
1,93,468
1,94,461
1,95,445
1,96,428
1,97,418
1,98,401
1,99,372
1,100,352
1,101,353
1,102,409
1,103,433
1,104,436
1,105,434
1,106,428
1,107,407
1,108,392
1,109,394
1,110,375
1,111,334
1,112,292
1,113,275
1,114,257
1,115,247
1,116,206
1,117,129
1,118,119
1,119,186
1,120,202
1,121,250
1,122,271
1,123,232
1,124,190
1,125,228
1,126,277
1,127,310
2,0,174
2,1,166
2,2,171
2,3,178
2,4,140
2,5,134
2,6,136
2,7,138
2,8,169
2,9,241
2,10,322
2,11,362
2,12,368
2,13,346
2,14,350
2,15,353
2,16,350
2,17,358
2,18,356
2,19,332
2,20,316
2,21,311
2,22,321
2,23,327
2,24,321
2,25,314
2,26,307
2,27,307
2,28,321
2,29,336
2,30,354
2,31,369
2,32,393
2,33,423
2,34,454
2,35,470
2,36,477
2,37,475
2,38,473
2,39,472
2,40,475
2,41,481
2,42,484
2,43,482
2,44,480
2,45,481
2,46,479
2,47,474
2,48,471
2,49,468
2,50,464
2,51,461
2,52,457
2,53,457
2,54,461
2,55,461
2,56,452
2,57,441
2,58,432
2,59,433
2,60,437
2,61,449
2,62,457
2,63,467
2,64,462
2,65,427
2,66,363
2,67,255
2,68,151
2,69,113
2,70,111
2,71,135
2,72,181
2,73,205
2,74,227
2,75,248
2,76,282
2,77,316
2,78,326
2,79,287
2,80,158
2,81,44
2,82,4
2,87,2
2,88,39
2,89,175
2,90,333
2,91,399
2,92,432
2,93,451
2,94,454
2,95,426
2,96,390
2,97,393
2,98,378
2,99,317
2,100,313
2,101,350
2,102,380
2,103,408
2,104,446
2,105,459
2,106,460
2,107,444
2,108,426
2,109,437
2,110,415
2,111,344
2,112,308
2,113,294
2,114,269
2,115,236
2,116,224
2,117,182
2,118,111
2,119,116
2,120,183
2,121,225
2,122,220
2,123,171
2,124,168
2,125,218
2,126,275
2,127,313
3,0,168
3,1,171
3,2,150
3,3,144
3,4,132
3,5,135
3,6,144
3,7,167
3,8,249
3,9,314
3,10,349
3,11,350
3,12,355
3,13,355
3,14,361
3,15,362
3,16,362
3,17,374
3,18,374
3,19,349
3,20,323
3,21,299
3,22,302
3,23,315
3,24,301
3,25,294
3,26,299
3,27,308
3,28,325
3,29,325
