x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,1,74,8.7,29
0,2,299,6.7,27
0,3,131,7.5,28
0,9,102,10.9,17
0,10,166,12,17
0,11,92,12.1,17
0,12,612,12.1,17
0,13,22,12.6,18
0,15,75,11.4,13
0,16,67,14.1,16
0,17,39,14.8,17
0,19,358,3.8,7
0,28,31,6.5,16
0,29,444,4.3,14
0,30,275,3.9,13
0,31,0,4.4,14
0,39,0,3.9,37
0,44,4,15.3,44
0,45,13,13.2,42
0,46,315,9.1,38
0,47,79,8.1,36
0,49,19,16.5,45
0,50,58,17.1,45
0,51,4,19,47
0,54,2,10.2,50
0,55,90,12.6,52
0,56,0,13.3,53
0,57,0,17.9,54
0,59,34,12.5,54
0,60,6,8.9,47
0,61,0,9.3,47
0,64,2,9.3,40
0,65,141,10.3,41
0,66,183,7.8,39
0,67,116,11,42
0,68,20,9.4,40
0,74,334,11.1,42
0,75,28,9.3,41
0,79,128,8.6,42
0,80,230,5.8,39
0,81,3,7.7,41
0,84,125,23.1,55
0,85,29,22.1,54
0,88,6,14.5,66
0,91,0,4.9,68
0,93,7,5.6,76
0,94,29,10.3,81
0,96,2,9.4,72
0,97,42,7.1,70
0,98,211,6.2,69
0,99,13,5.3,68
0,100,1,13.8,64
0,101,49,13.3,64
0,102,29,7.6,58
0,105,36,12.7,69
0,106,135,10.8,67
0,107,106,7.3,62
0,108,11,10.8,67
0,109,71,0.9,65
0,110,86,1.2,65
0,112,24,12.5,64
0,113,122,15.2,66
0,122,206,27.2,38
0,123,4,23.2,34
0,126,9,21.2,33
0,127,114,20.3,33
1,1,276,6.1,26
1,2,290,7.1,27
1,3,14,4.1,24
1,4,132,5.1,23
1,5,6,4.4,23
1,8,29,7.6,16
1,9,788,8.4,15
1,10,1136,8.8,14
1,11,658,9.6,15
1,12,3,10.8,16
1,15,373,10.1,12
1,16,177,10.8,13
1,17,322,14.3,16
1,18,0,16.2,18
1,19,0,2.5,5
1,24,0,4.1,6
1,30,0,4.6,14
1,31,0,4.5,14
1,37,154,7,26
1,42,108,25,37
1,43,23,26.7,38
1,45,44,7.1,36
1,46,26,7.1,36
1,47,4,6,34
1,48,17,8.7,37
1,49,106,12.9,41
1,50,53,14.8,43
1,53,14,14.7,54
1,54,111,9.5,49
1,55,43,9.6,49
