x,y,elevation
0,0,74
0,1,74
0,2,75
0,3,75
0,4,73
0,5,73
0,6,74
0,7,74
0,8,73
0,9,74
0,10,73
0,11,73
0,12,73
0,13,73
0,14,72
0,15,73
0,16,73
0,17,72
0,18,72
0,19,73
0,20,73
0,21,73
0,22,73
0,23,74
0,24,74
0,25,75
0,26,76
0,27,76
0,28,76
0,29,76
0,30,76
0,31,78
0,32,77
0,33,76
0,34,76
0,35,75
0,36,75
0,37,75
0,38,76
0,39,76
0,40,77
0,41,78
0,42,79
0,43,79
0,44,80
0,45,79
0,46,79
0,47,79
0,48,78
0,49,79
0,50,78
0,51,79
0,52,80
0,53,79
0,54,79
0,55,78
0,56,80
0,57,81
0,58,80
0,59,78
0,60,77
0,61,77
0,62,77
0,63,78
0,64,79
0,65,79
0,66,78
0,67,80
0,68,81
0,69,79
0,70,79
0,71,79
0,72,80
0,73,79
0,74,80
0,75,81
0,76,81
0,77,81
0,78,81
0,79,82
0,80,81
0,81,81
0,82,80
0,83,81
0,84,81
0,85,82
0,86,82
0,87,82
0,88,82
0,89,83
0,90,84
0,91,84
0,92,84
0,93,84
0,94,85
0,95,85
0,96,86
0,97,85
0,98,85
0,99,86
0,100,86
0,101,87
0,102,87
0,103,86
0,104,85
0,105,85
0,106,85
0,107,87
0,108,84
0,109,83
0,110,83
0,111,85
0,112,84
0,113,87
0,114,87
0,115,88
0,116,90
0,117,91
0,118,91
0,119,93
0,120,95
0,121,97
0,122,101
0,123,106
0,124,109
0,125,112
0,126,120
0,127,134
1,0,74
1,1,73
1,2,75
1,3,75
1,4,74
1,5,74
1,6,74
1,7,74
1,8,75
1,9,75
1,10,74
1,11,73
1,12,73
1,13,73
1,14,73
1,15,73
1,16,72
1,17,72
1,18,72
1,19,73
1,20,73
1,21,73
1,22,74
1,23,74
1,24,74
1,25,75
1,26,76
1,27,76
1,28,76
1,29,77
1,30,78
1,31,79
1,32,76
1,33,76
1,34,76
1,35,76
1,36,76
1,37,76
1,38,77
1,39,77
1,40,78
1,41,79
1,42,79
1,43,80
1,44,80
1,45,80
1,46,80
1,47,80
1,48,79
1,49,78
1,50,78
1,51,79
1,52,80
1,53,80
1,54,79
1,55,79
1,56,80
1,57,81
1,58,81
1,59,79
1,60,77
1,61,77
1,62,77
1,63,78
1,64,79
1,65,79
1,66,79
1,67,80
1,68,81
1,69,79
1,70,79
1,71,80
1,72,80
1,73,80
1,74,80
1,75,81
1,76,81
1,77,80
1,78,80
1,79,81
1,80,81
1,81,81
1,82,80
1,83,80
1,84,81
1,85,82
1,86,82
1,87,83
1,88,83
1,89,83
1,90,83
1,91,84
1,92,84
1,93,83
1,94,84
1,95,85
1,96,86
1,97,85
1,98,84
1,99,85
1,100,86
1,101,86
1,102,87
1,103,85
1,104,84
1,105,85
1,106,85
1,107,85
1,108,86
1,109,86
1,110,86
1,111,89
1,112,84
1,113,85
1,114,87
1,115,88
1,116,89
1,117,89
1,118,90
1,119,91
1,120,92
1,121,94
1,122,97
1,123,100
1,124,103
1,125,107
1,126,115
1,127,131
2,0,74
2,1,74
2,2,75
2,3,75
2,4,75
2,5,74
2,6,74
2,7,74
2,8,75
2,9,75
2,10,74
2,11,73
2,12,73
2,13,73
2,14,73
2,15,73
2,16,73
2,17,72
2,18,72
2,19,73
2,20,73
2,21,73
2,22,74
2,23,75
2,24,75
2,25,76
2,26,76
2,27,76
2,28,76
2,29,77
2,30,79
2,31,79
2,32,77
2,33,76
2,34,76
2,35,76
2,36,77
2,37,78
2,38,78
2,39,78
2,40,79
2,41,79
2,42,80
2,43,80
2,44,80
2,45,80
2,46,81
2,47,80
2,48,80
2,49,79
2,50,79
2,51,80
2,52,80
2,53,80
2,54,80
2,55,80
2,56,80
2,57,82
2,58,81
2,59,79
2,60,78
2,61,78
2,62,77
2,63,78
2,64,78
2,65,78
2,66,78
2,67,80
2,68,80
2,69,79
2,70,79
2,71,80
2,72,80
2,73,80
2,74,80
2,75,81
2,76,81
2,77,80
2,78,80
2,79,80
2,80,81
2,81,81
2,82,81
2,83,81
2,84,82
2,85,82
2,86,82
2,87,83
2,88,83
2,89,83
2,90,83
2,91,83
2,92,83
2,93,83
2,94,83
2,95,84
2,96,84
2,97,84
2,98,84
2,99,85
2,100,86
2,101,86
2,102,86
2,103,85
2,104,84
2,105,84
2,106,85
2,107,85
2,108,86
2,109,89
2,110,90
2,111,90
2,112,88
2,113,88
2,114,87
2,115,87
2,116,88
2,117,88
2,118,88
2,119,89
2,120,91
2,121,92
2,122,94
2,123,96
2,124,99
2,125,102
2,126,107
2,127,116
3,0,73
3,1,74
3,2,75
3,3,74
3,4,75
3,5,74
3,6,75
3,7,75
3,8,75
3,9,75
3,10,75
3,11,74
3,12,72
3,13,72
3,14,73
3,15,74
3,16,74
3,17,73
3,18,73
3,19,73
3,20,74
3,21,74
3,22,75
3,23,75
3,24,76
3,25,76
3,26,76
3,27,76
3,28,77
3,29,77
3,30,80
3,31,81
3,32,79
3,33,78
3,34,78
3,35,78
3,36,78
3,37,79
3,38,79
3,39,79
3,40,80
3,41,80
3,42,80
3,43,80
3,44,80
3,45,80
3,46,81
3,47,81
3,48,81
3,49,81
3,50,81
3,51,81
3,52,81
3,53,81
3,54,81
3,55,81
3,56,81
3,57,82
3,58,81
3,59,79
3,60,79
3,61,79
3,62,78
3,63,78
3,64,78
3,65,78
3,66,79
3,67,79
3,68,80
3,69,79
3,70,79
3,71,81
3,72,80
3,73,80
3,74,81
3,75,81
3,76,81
3,77,80
3,78,80
3,79,80
3,80,80
3,81,81
3,82,82
3,83,83
3,84,83
3,85,83
3,86,83
3,87,83
3,88,83
3,89,82
3,90,82
3,91,82
3,92,82
3,93,83
3,94,83
3,95,84
3,96,84
3,97,84
3,98,85
3,99,85
3,100,86
3,101,87
3,102,87
3,103,87
3,104,84
3,105,85
3,106,85
3,107,86
3,108,88
3,109,89
3,110,90
3,111,87
3,112,89
3,113,91
3,114,87
3,115,87
3,116,87
3,117,88
3,118,88
3,119,89
3,120,90
3,121,91
3,122,93
3,123,95
3,124,96
3,125,97
3,126,100
3,127,104
4,0,74
4,1,74
4,2,74
4,3,74
4,4,74
4,5,75
4,6,74
4,7,74
4,8,75
4,9,75
4,10,75
4,11,75
4,12,72
4,13,72
4,14,73
4,15,74
4,16,74
4,17,73
4,18,74
4,19,73
4,20,74
4,21,75
4,22,76
4,23,76
4,24,76
4,25,77
4,26,77
4,27,77
4,28,78
4,29,78
4,30,80
4,31,81
4,32,80
4,33,80
4,34,81
4,35,80
4,36,80
4,37,79
4,38,80
4,39,81
4,40,81
4,41,81
4,42,81
4,43,81
4,44,81
4,45,81
4,46,81
4,47,81
4,48,82
4,49,83
4,50,82
4,51,82
4,52,82
4,53,81
4,54,82
4,55,82
4,56,82
4,57,82
4,58,80
4,59,79
4,60,79
4,61,78
4,62,78
4,63,79
4,64,79
4,65,80
4,66,80
4,67,80
4,68,80
4,69,80
4,70,79
4,71,80
4,72,80
