x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
0,0,6,0.6,0.7,0.5,0.9,0,0,2
0,1,2,0.2,0.2,0.2,0.3,0,0,1
0,3,8,0.4,0,0,2.5,0,0,3
0,10,5,0.3,0.8,0.2,0.8,0,0,2
0,12,4,0.3,0.9,0,0.9,0,0,2
0,13,5,0.4,1.1,0,1.1,0,0,2
0,14,1,0.1,0.2,0,0.2,0,0,1
0,15,1,0.1,0.2,0,0.2,0,0,1
0,19,2,0,0.2,0.4,0.2,0,0,1
0,20,46,1,6.2,7.1,1.5,0,0,3
0,21,4,0.1,0.6,0.6,0.1,0,0,1
0,25,8,0.5,0.3,2.2,0.2,0,0,2
0,26,17,1,0.8,4.6,0.5,0,0,2
0,27,2,0,0.4,0.4,0,0,0,1
0,28,47.5,0,0.6,14.6,0,0,0,1
0,29,213,0.3,59.9,31.5,0,0,0,2
0,30,322.5,5,136,7,0,1,0,0
0,31,80.5,0,37,0,1,0,0,0
0,32,2,0.1,0.5,0.2,0,0,0,1
0,33,143.5,0.3,2.6,56.2,0.1,0,23,1
0,34,2,0.1,0.5,0.2,0,0,0,1
0,35,1,0.2,0.2,0.1,0,0,0,1
0,36,28,6,2.3,5.4,0.4,0,0,1
0,37,18,0.7,4.1,1.4,2.1,0,0,1
0,40,2,0.1,0.5,0.1,0.2,0,0,1
0,45,2,0,0,0.1,0.7,0,0,1
0,63,2,0,0,0.2,0.5,0,0,1
0,86,1,0,0,0.1,0.3,0,0,1
0,94,3,0,0.3,0.4,0.6,0,0.2,2
0,96,17,0,1.8,2.6,3,0,0.9,2
0,97,53,0.4,8.6,1.6,9.6,0,6,2
0,98,2,0,0.1,0.1,0.5,0,0,1
0,127,1,0,0.1,0,0.5,0,0,1
0,129,1,0,0.1,0,0.5,0,0,1
0,130,1,0,0.1,0,0.5,0,0,1
0,132,1,0,0.2,0.1,0.1,0,0,1
0,134,13,0.1,1.2,1.6,3.2,0,0,1
0,135,26,0.3,2.3,3.1,6.5,0,0,2
0,136,13,0.1,1.2,1.6,3.2,0,0,2
0,175,2,0.1,0.1,0,0.7,0,0,1
0,176,12,0.3,0.8,0,4,0,0,4
0,183,1,0,0,0.1,0.4,0,0,1
0,184,12,0,0.3,1.2,3.9,0,0,2
0,185,7,0,0.2,0.7,2.3,0,0,2
0,186,13,0,0.3,1.3,4.4,0,0,3
0,188,12,0,1.2,2,1.2,0,0,3
0,189,3,0,0.3,0.5,0.3,0,0,1
0,194,2,0.1,0.1,0.1,0.4,0,0,1
0,198,3,0.1,0.2,0.2,0.6,0,0,1
0,205,10,0,1.9,1.5,0.6,0,0,1
0,206,8,0,1.5,1.2,0.5,0,0,1
0,231,9,0,0.2,0.9,2.4,0,0,1
0,232,8,0.4,0.7,1.2,1.7,0,0,2
0,236,2,0.1,0.2,0.3,0.4,0,0,1
0,240,1,0,0.1,0.2,0,0,0,1
0,241,45,0.2,7.6,7.7,2.2,0,0,1
0,242,19,0.5,1.8,3.9,0.4,0,0,3
0,244,252.5,0.8,6.4,94.8,0.5,1.1,13,2
0,245,228,1.2,17.5,63,1.5,1.2,9,1
0,246,164.5,0.2,16.3,44,0.7,1.2,0,1
0,247,9,0.2,0.2,2,0.6,0,0,1
0,249,2,0,0,0.5,0.2,0,0,1
0,252,9,0.5,0.8,1.1,0.9,0,0,2
0,253,2,0.1,0.2,0.2,0.2,0,0,1
1,0,261.5,0,32.8,63,0.2,0,20,1
1,1,58,0,2.1,19.7,0.3,0,0,1
1,3,1,0,0.1,0.2,0.1,0,0,1
1,4,5,0,0.3,0.3,0.8,0,0,1
1,5,20,0,1.5,1.1,3.1,0,0,3
1,10,3,0.1,0.4,0.5,0.3,0,0,1
1,12,51,0.3,8.6,6.3,3.9,0,0,3
1,13,25,0.3,4.3,1.6,3.4,0,0,1
1,15,4,0.1,0.7,0.2,0.5,0,0,1
1,20,5,0,0.9,0.6,0.4,0,0,1
1,21,18,0,3.1,2.1,1.5,0,0,1
1,22,7,0.6,1.8,0,0.6,0,0,1
1,25,4,0,0.3,1.2,0.1,0,0,2
1,27,2,0.1,0.2,0.4,0,0,0,1
1,28,2,0.1,0.2,0.4,0,0,0,1
1,29,77,0,27.5,3.4,1,0,0,1
1,30,216.5,0,81,19,0,0,0,0
1,32,94.5,0,1.8,29.9,3.5,0,29.9,1
1,37,3,0,0,0.9,0.2,0,0.9,2
1,40,3,0,0.1,0.9,0.1,0,0.9,1
1,44,3,0,0.1,0.9,0.1,0,0,1
1,46,2,0,0.1,0.5,0.1,0,0,1
1,59,2,0,0,0.2,0.5,0,0,1
1,62,8,0.2,0.6,0,2.3,0,0,2
1,64,2,0.1,0.1,0,0.6,0,0,1
1,66,1,0,0.1,0,0.3,0,0,1
1,76,2,0,0.1,0.1,0.6,0,0,1
1,77,10,0.2,0.4,0.4,3,0,0,3
1,84,2,0,0,0.2,0.6,0,0,2
1,94,5,0,0.1,0.8,0.9,0,0,2
1,96,4,0,0,0.6,0.8,0,0,2
1,97,4,0,0.1,0.1,1.1,0,0,1
1,98,7,0,0.1,0.2,2.1,0,0,2
1,100,16,0,0.3,0.4,4.6,0,0,2
1,129,1,0,0.1,0,0.5,0,0,1
1,132,1,0.1,0,0.1,0.4,0,0,1
1,133,7,0.7,0.4,0.7,2.6,0,0,2
1,134,18.5,0.6,1.8,0.6,6.7,0,0,2
1,135,132,6,14,7,43,2,0,0
1,136,106,4.3,31,14.3,3.6,0,6,1
1,137,13,0,3.5,0.4,2.2,0,0,2
1,139,4,0,1,0.2,0.6,0,0,2
1,146,2,0,0.1,0.1,0.7,0,0,1
1,147,3,0,0.1,0.1,1.1,0,0,1
1,176,1,0,0.1,0,0.3,0,0,1
1,183,4,0,0.1,0,1.2,0,0,2
1,184,7,0,0.2,0,2.1,0,0,2
1,190,7,0,0.8,0.6,1.1,0,0,1
1,202,9,0,0.6,1.2,1.5,0,0,3
1,204,6,0,0.3,1,0.9,0,0,2
1,205,80.5,0,1.4,13.8,16.1,0,0,3
1,206,29,0,0.8,5.8,4.3,0,0,1
1,208,21,0,4.3,1.8,1.9,0,0,2
1,209,30,0,4.1,2.6,4.5,0,0,4
1,210,9,0,0.7,0.8,1.8,0,0,1
1,232,3,0.2,0.2,0.5,0.6,0,0,1
1,240,16,0.2,1.4,3.2,0.2,0,0,3
1,241,62,0.8,5.2,12.9,0.8,0,0,3
1,242,3,0.1,0.3,0.5,0.1,0.1,0,1
1,243,49,1.5,5.4,7.6,2.5,1,0,4
1,244,151,2,8.8,20.5,29.1,0.7,0,2
1,245,196.5,13,35,25,14,0,0,0
1,246,246,0,8,76,0,0,0,0
1,247,93.5,0,32.7,4,1.6,0,0,2
1,249,7,0,2.3,0,0.4,0,0,1
1,252,9,0.5,0.8,1.1,0.9,0,0,2
1,253,6,0.4,0.5,0.7,0.6,0,0,2
1,254,2,0.1,0.2,0.2,0.2,0,0,1
2,0,207.5,1,18,56,2,0,0,0
2,1,29.5,0,2.7,7.4,0.3,0,0,2
2,2,7,0.2,0.9,1.2,0.3,0,0,2
2,3,3,0,0.4,0.5,0.2,0,0,2
2,4,4,0,0.3,0.4,0.6,0,0,2
2,5,3,0,0.2,0.2,0.5,0,0,1
2,7,3,0.1,0.4,0.5,0.3,0,0,1
2,12,3,0.1,0.5,0.2,0.4,0,0,1
2,13,8,0.1,1.4,0.5,1.1,0,0,2
2,18,1,0,0.2,0.1,0.1,0,0,1
2,19,11,0,1.9,1.3,0.9,0,0,3
2,22,6,0.6,1.6,0,0.4,0,0,2
2,23,10,1,2.5,0,0.8,0,0,3
2,24,2,0.2,0.5,0,0.2,0,0,1
2,30,46,0,16.5,1.7,2.8,0,0,3
2,31,2,0,0.6,0.1,0.1,0,0,1
2,47,2,0,0,0.1,0.7,0,0,1
2,55,3,0,0,0.3,0.8,0,0,1
2,57,3,0,0,0.3,0.8,0,0,1
2,79,1,0,0,0.1,0.3,0,0,1
2,84,1,0,0,0.1,0.3,0,0,1
2,92,2,0,0,0.3,0.4,0,0,1
2,95,3,0,0.1,0.4,0.6,0,0,1
2,96,18,0,0.4,2.7,3.4,0,0,2
2,98,10,0,0.1,0.3,2.9,0,0,2
2,99,5,0,0,0.2,1.5,0,0,2
2,100,3,0,0,0.1,0.9,0,0,1
2,129,4,0.1,0.5,0.2,1.8,0,0,1
2,132,7,0.7,0.3,0.7,2.6,0,0,3
2,134,2,0.1,0.1,0.1,0.8,0,0,2
2,135,16.5,0.5,1.6,0.5,6,0,0,2
2,136,15,0.5,1.5,0.5,5.3,0,0,2
2,147,2,0,0.1,0.1,0.7,0,0,1
2,166,5,0.8,0.2,0.1,1,0,0,2
2,181,3,0.1,0.2,0,1,0,0,1
2,183,1,0,0,0,0.3,0,0,1
2,184,2,0,0.1,0,0.6,0,0,1
2,190,3,0,0.4,0.3,0.4,0,0,1
2,202,1,0,0.1,0.1,0.2,0,0,1
2,204,2,0,0.1,0.4,0.3,0,0,1
2,205,20.5,0,0.6,4.1,3,0,0,3
2,206,6,0,0.1,1.2,1,0,0,2
2,207,3,0,0.6,0.3,0.3,0,0,2
2,208,29,0,6,2.4,2.7,0,0,2
2,209,57.5,0,6.6,5,9.7,0,0,4
2,222,1,0,0,0.1,0.3,0,0,1
2,232,2,0.1,0.2,0.3,0.4,0,0,1
2,233,4,0.2,0.3,0.6,0.9,0,0,1
2,243,14,0.4,1.6,2.1,0.7,0.3,0,1
2,245,61.5,0,0.4,16.9,2,0,0,2
2,246,134,0,0.6,40.9,1.2,1,8,1
2,247,49,0,6,10,0,1,0,0
3,0,33.5,0,6,6,0,0,0,0
3,1,11,0.2,1,2.1,0.8,0,0,3
3,2,55,1.1,6.7,8.7,3.8,0,0,3
3,3,65,1.2,7.7,10.1,5,0,0,3
3,4,8,0.1,0.8,1,1.1,0,0,2
3,5,6,0,0.4,0.3,1,0,0,1
3,7,4,0.2,0.6,0.6,0.4,0,0,1
3,8,2,0.1,0.3,0.3,0.2,0,0,1
